Unnamed: 0,Website ,Product type,Product Link ,Product Img ,Product Name,Price,volume,price_log,price_scaled,cluster_k2,cluster_k3,cluster_k4,cluster_k5,final_cluster
,Sephora,Concealer,https://www.sephora.me/sa-en/p/concentr%C3%A9-de-beaut%C3%A9-concealer/P10053284,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw17cc5633/images/hi-res/SKU/SKU_4542/696607_swatch.jpg?sw=640&sh=640&sm=fit&q=85,GUCCI Concentré de Beauté - Concealer,210.0,,5.351858133476067,1.3384068424732785,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/precious-light-concelear/P10024243,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw67814970/images/hi-res/SKU/SKU_3248/588036_swatch.jpg,GUERLAIN Precious Light Concelear,263.0,,5.575949103146316,1.6586698629995724,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/terracotta-concealer-natural-perfection-concealer/P1000202864,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw283465af/images/hi-res/SKU/SKU_5205/720118_swatch.jpg,GUERLAIN Terracotta Concealer - Natural Perfection Concealer,205.0,,5.327876168789581,1.3041326525764225,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/vanish-air-brush-concealer/P3959108,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw9aa82a27/images/hi-res/SKU/SKU_1164/504125_swatch.jpg,HOURGLASS Vanish Air Brush Concealer,194.0,,5.272999558563747,1.2257049097136403,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/%23fauxfilter-color-corrector/P10051142,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dwf4f82d36/images/hi-res/SKU/SKU_4224/670658_swatch.jpg?sw=640&sh=640&sm=fit&q=85,HUDA BEAUTY #FAUXFILTER Color Corrector,147.0,,4.997212273764115,0.8315593134736614,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/%23fauxfilter-luminous-matte-liquid-concealer/P10026486,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw916427f3/images/hi-res/SKU/SKU_3258/581105_swatch.jpg,HUDA BEAUTY #FAUXFILTER Luminous Matte Liquid Concealer,147.0,,4.997212273764115,0.8315593134736614,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/true-skin-serum-concealer-with-vitamin-c/P3953095,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dwd11671a9/images/hi-res/SKU/SKU_5/500364_swatch.jpg,ILIA True Skin Serum Concealer with Vitamin C,140.0,,4.948759890378168,0.7623128521918202,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/bye-bye-dark-spots-concealer-%2B-serum/P10051235,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw08bdffad/images/hi-res/SKU/SKU_4230/661079_swatch.jpg?sw=640&sh=640&sm=fit&q=85,IT COSMETICS Bye Bye Dark Spots Concealer + Serum,175.0,,5.170483995038151,1.0791932315591182,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/bye-bye-under-eye-anti-aging-concealer/P10012855,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dwc8b489be/images/hi-res/SKU/SKU_1923/467520_swatch.jpg,IT COSMETICS Bye Bye Under Eye Anti-Aging Concealer,165.0,,5.111987788356544,0.9955924873223045,0,1,2,1,1
,Noon,Concealer,https://www.noon.com/saudi-en/mineral-liquid-powder-foundation-linen/N33401706A/p/?o=f9a429cc73391a0a,https://f.nooncdn.com/p/v1578444422/N33401706A_1.jpg?format=jpg&width=240,Jolie Mineral Liquid Powder Foundation Linen,328.0,,5.796057750765372,1.9732414873455542,0,1,2,3,1
